
SetupTitle, ZnO IV
DataValue, 0.62, 0.049995800000000007, -0.049998100000000004, 4.99958E-06, -4.99981E-06, 0.049995800000000007, -2.9958162770821883
DataValue, 0.63, 0.049996300000000007, -0.049998200000000007, 4.99963E-06, -4.99982E-06, 0.049996300000000007, -2.995806276292126
DataValue, 0.64, 0.049995800000000007, -0.049998600000000004, 4.99958E-06, -4.99986E-06, 0.049995800000000007, -2.9958162770821883
DataValue, 0.65, 0.049996700000000005, -0.049998200000000007, 4.99967E-06, -4.99982E-06, 0.049996700000000005, -2.9957982757320867
DataValue, 0.66, 0.049996200000000005, -0.049998400000000005, 4.99962E-06, -4.99984E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.67, 0.049996200000000005, -0.049998600000000004, 4.99962E-06, -4.99986E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.68, 0.0499961, -0.0499985, 4.99961E-06, -4.99985E-06, 0.0499961, -2.9958102765961492
DataValue, 0.69000000000000006, 0.049996000000000006, -0.049998200000000007, 4.9995999999999995E-06, -4.99982E-06, 0.049996000000000006, -2.9958122767541617
DataValue, 0.70000000000000007, 0.0499964, -0.0499985, 4.99964E-06, -4.99985E-06, 0.0499964, -2.9958042761461154
DataValue, 0.71, 0.0499961, -0.049998900000000006, 4.99961E-06, -4.9998899999999995E-06, 0.0499961, -2.9958102765961492
DataValue, 0.72, 0.049996300000000007, -0.049998400000000005, 4.99963E-06, -4.99984E-06, 0.049996300000000007, -2.995806276292126
DataValue, 0.73, 0.0499961, -0.0499985, 4.99961E-06, -4.99985E-06, 0.0499961, -2.9958102765961492
DataValue, 0.74, 0.0499959, -0.049999, 4.99959E-06, -4.9999E-06, 0.0499959, -2.9958142769161746
DataValue, 0.75, 0.049996200000000005, -0.049998900000000006, 4.99962E-06, -4.9998899999999995E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.76, 0.0499959, -0.0499988, 4.99959E-06, -4.99988E-06, 0.0499959, -2.9958142769161746
DataValue, 0.77, 0.049996000000000006, -0.049998600000000004, 4.9995999999999995E-06, -4.99986E-06, 0.049996000000000006, -2.9958122767541617
DataValue, 0.78, 0.049996200000000005, -0.0499985, 4.99962E-06, -4.99985E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.79, 0.049996200000000005, -0.049998700000000007, 4.99962E-06, -4.99987E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.8, 0.049996000000000006, -0.049998600000000004, 4.9995999999999995E-06, -4.99986E-06, 0.049996000000000006, -2.9958122767541617
DataValue, 0.81, 0.049995700000000004, -0.049998400000000005, 4.99957E-06, -4.99984E-06, 0.049995700000000004, -2.9958182772522028
DataValue, 0.82000000000000006, 0.049995800000000007, -0.0499985, 4.99958E-06, -4.99985E-06, 0.049995800000000007, -2.9958162770821883
DataValue, 0.83000000000000007, 0.0499961, -0.049998900000000006, 4.99961E-06, -4.9998899999999995E-06, 0.0499961, -2.9958102765961492
DataValue, 0.84, 0.049996200000000005, -0.049998200000000007, 4.99962E-06, -4.99982E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.85, 0.049995800000000007, -0.0499983, 4.99958E-06, -4.9998299999999995E-06, 0.049995800000000007, -2.9958162770821883
DataValue, 0.86, 0.049996300000000007, -0.0499988, 4.99963E-06, -4.99988E-06, 0.049996300000000007, -2.995806276292126
DataValue, 0.87, 0.049996200000000005, -0.0499983, 4.99962E-06, -4.9998299999999995E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.88, 0.0499959, -0.0499985, 4.99959E-06, -4.99985E-06, 0.0499959, -2.9958142769161746
DataValue, 0.89, 0.0499964, -0.049998700000000007, 4.99964E-06, -4.99987E-06, 0.0499964, -2.9958042761461154
DataValue, 0.9, 0.0499961, -0.049998600000000004, 4.99961E-06, -4.99986E-06, 0.0499961, -2.9958102765961492
DataValue, 0.91, 0.0499959, -0.0499988, 4.99959E-06, -4.99988E-06, 0.0499959, -2.9958142769161746
DataValue, 0.92, 0.0499961, -0.0499988, 4.99961E-06, -4.99988E-06, 0.0499961, -2.9958102765961492
DataValue, 0.93, 0.0499964, -0.049998400000000005, 4.99964E-06, -4.99984E-06, 0.0499964, -2.9958042761461154
DataValue, 0.94000000000000006, 0.049996200000000005, -0.0499988, 4.99962E-06, -4.99988E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.95000000000000007, 0.049996300000000007, -0.0499985, 4.99963E-06, -4.99985E-06, 0.049996300000000007, -2.995806276292126
DataValue, 0.96, 0.049996500000000006, -0.049998400000000005, 4.99965E-06, -4.99984E-06, 0.049996500000000006, -2.9958022760041052
DataValue, 0.97, 0.0499964, -0.049998700000000007, 4.99964E-06, -4.99987E-06, 0.0499964, -2.9958042761461154
DataValue, 0.98, 0.049996000000000006, -0.049998700000000007, 4.9995999999999995E-06, -4.99987E-06, 0.049996000000000006, -2.9958122767541617
DataValue, 0.99, 0.049996200000000005, -0.049998600000000004, 4.99962E-06, -4.99986E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 1, 0.0499961, -0.049998600000000004, 4.99961E-06, -4.99986E-06, 0.0499961, -2.9958102765961492
